id_pedido,id_cliente,razao_social_cliente,cnpj_cliente,representante,cod_produto,desc_produto,quantidade,preco_unitario,valor_total_item,nf,data_emissao_pedido,data_desejada_entrega,data_firmada_original,data_firmada_atual,data_final_entrega,data_nf,data_nf_oficial,data_embarque,data_emb_oficial,tipo_faturamento,transportadora,condicao_pagamento,valor_geral_pedido
2976,63364,Abreu e Filhos,70.582.146/0001-78,Otto Sá,"('28NZFGQ7Z',)",KIT VENTILACAO,2,643.07,1286.14,235909,2024-07-30,2024-08-28,2024-09-06,2024-09-06,2024-10-05,2024-08-07,2024-08-07,2024-08-12,2024-08-12,VENDA,Carvalho TRANSPORTES LTDA,CARTAO DE CREDITO,1286.14
2977,75031,Viana,47.653.980/0001-95,Luísa Ramos,"('28NZFGQ7Z',)",KIT VENTILACAO,9,787.07,7083.63,920363,2024-05-17,2024-06-11,2024-06-15,2024-06-15,2024-07-06,2024-05-21,2024-05-21,2024-05-23,2024-05-23,DEVOLUCAO,Vasconcelos TRANSPORTES LTDA,CARTAO DE CREDITO,7083.63
2978,47690,Campos S/A,86.125.734/0001-12,João Miguel Teixeira,"('28NZFGQ7Z',)",KIT VENTILACAO,5,517.01,2585.05,915188,2025-05-02,2025-05-13,2025-05-25,2025-05-25,2025-05-27,2025-05-04,2025-05-04,2025-05-07,2025-05-07,AMOSTRA,Aragão TRANSPORTES LTDA,BOLETO DESCONTADO,2585.05
2979,65765,Costa,96.207.543/0001-53,Juan da Paz,"('28NZFGQ7Z',)",KIT VENTILACAO,2,870.17,1740.34,843886,2024-01-22,2024-02-03,2024-02-15,2024-02-15,2024-02-18,2024-01-26,2024-01-26,2024-01-28,2024-01-28,DEVOLUCAO,Costela TRANSPORTES LTDA,TRANSFERENCIA,1740.34
2980,19277,Sá,87.463.102/0001-21,Benicio Castro,"('28NZFGQ7Z',)",KIT VENTILACAO,1,419.26,419.26,774879,2024-09-12,2024-09-26,2024-09-27,2024-09-27,2024-10-23,2024-09-20,2024-09-20,2024-09-22,2024-09-22,AMOSTRA,Dias TRANSPORTES LTDA,CARTAO DE CREDITO,419.26
2981,77278,Duarte Lima - ME,98.510.637/0001-22,Srta. Rebeca Machado,"('28NZFGQ7Z',)",KIT VENTILACAO,2,623.71,1247.42,960893,2023-07-05,2023-08-07,2023-08-17,2023-08-17,2023-09-12,2023-07-06,2023-07-06,2023-07-10,2023-07-10,VENDA,Barros Abreu Ltda. TRANSPORTES LTDA,BOLETO DESCONTADO,1247.42
2982,38121,Aragão,58.023.197/0001-64,Samuel Moura,"('28NZFGQ7Z',)",KIT VENTILACAO,4,729.95,2919.8,685474,2024-12-12,2025-01-13,2025-01-15,2025-01-15,2025-01-22,2024-12-14,2024-12-14,2024-12-18,2024-12-18,BONIFICACAO,Guerra TRANSPORTES LTDA,CARTAO DE CREDITO,2919.8
2983,82812,Campos,09.684.725/0001-10,Eduardo Camargo,"('28NZFGQ7Z',)",KIT VENTILACAO,4,512.35,2049.4,104697,2025-02-06,2025-03-29,2025-04-12,2025-04-12,2025-04-14,2025-02-14,2025-02-14,2025-02-19,2025-02-19,DEVOLUCAO,Camargo - ME TRANSPORTES LTDA,CARTAO DE CREDITO,2049.4
2984,55247,Martins e Filhos,79.856.032/0001-43,Hadassa Lopes,"('28NZFGQ7Z',)",KIT VENTILACAO,1,876.41,876.41,820319,2024-07-10,2024-08-11,2024-08-26,2024-08-26,2024-09-16,2024-07-15,2024-07-15,2024-07-20,2024-07-20,DEVOLUCAO,Pastor TRANSPORTES LTDA,CARTEIRA A PRAZO,876.41
2985,25589,Abreu,29.065.317/0001-98,Leandro Novais,"('28NZFGQ7Z',)",KIT VENTILACAO,7,968.3,6778.1,437986,2025-05-05,2025-06-17,2025-06-20,2025-06-20,2025-07-19,2025-05-07,2025-05-07,2025-05-11,2025-05-11,AMOSTRA,Ferreira Lima - EI TRANSPORTES LTDA,CARTEIRA A VISTA,6778.1
2986,68917,Campos,08.469.153/0001-94,Maria Helena Araújo,"('28NZFGQ7Z',)",KIT VENTILACAO,9,567.58,5108.22,631601,2023-12-28,2024-02-03,2024-02-15,2024-02-15,2024-03-16,2023-12-30,2023-12-30,2024-01-01,2024-01-01,VENDA,Rios S.A. TRANSPORTES LTDA,TRANSFERENCIA,5108.22
2987,74927,Moraes,64.893.071/0001-43,Ísis Peixoto,"('28NZFGQ7Z',)",KIT VENTILACAO,3,157.75,473.25,818212,2024-03-27,2024-04-15,2024-04-27,2024-04-27,2024-05-27,2024-04-06,2024-04-06,2024-04-10,2024-04-10,VENDA,Cardoso da Luz e Filhos TRANSPORTES LTDA,CARTEIRA A VISTA,473.25
2988,87209,Casa Grande,62.037.158/0001-93,Breno Martins,"('28NZFGQ7Z',)",KIT VENTILACAO,4,721.25,2885.0,953864,2025-02-16,2025-03-14,2025-03-29,2025-03-29,2025-04-24,2025-02-26,2025-02-26,2025-02-28,2025-02-28,VENDA,Montenegro Cirino S.A. TRANSPORTES LTDA,CARTAO DE CREDITO,2885.0
2989,75031,Viana,47.653.980/0001-95,Luísa Ramos,"('28NZFGQ7Z',)",KIT VENTILACAO,10,211.63,2116.3,270728,2023-12-20,2024-01-30,2024-02-02,2024-02-02,2024-02-03,2023-12-27,2023-12-27,2023-12-30,2023-12-30,VENDA,Moreira TRANSPORTES LTDA,BOLETO DESCONTADO,2116.3
2990,32396,Albuquerque S/A,05.679.841/0001-90,Sr. Thales Campos,"('28NZFGQ7Z',)",KIT VENTILACAO,8,700.7,5605.6,923388,2023-08-12,2023-10-08,2023-10-17,2023-10-17,2023-11-11,2023-08-13,2023-08-13,2023-08-15,2023-08-15,VENDA,Siqueira TRANSPORTES LTDA,CARTAO DE CREDITO,5605.6
2991,75418,Siqueira,23.894.156/0001-69,Benício Albuquerque,"('28NZFGQ7Z',)",KIT VENTILACAO,3,960.39,2881.17,225780,2023-07-16,2023-07-28,2023-07-28,2023-07-28,2023-07-30,2023-07-24,2023-07-24,2023-07-29,2023-07-29,DEVOLUCAO,Castro TRANSPORTES LTDA,CARTEIRA A VISTA,2881.17
2992,91531,Pimenta - EI,16.785.249/0001-90,Yuri Carvalho,"('28NZFGQ7Z',)",KIT VENTILACAO,1,347.71,347.71,783158,2023-09-26,2023-11-15,2023-11-30,2023-11-30,2023-12-20,2023-10-05,2023-10-05,2023-10-10,2023-10-10,VENDA,Monteiro TRANSPORTES LTDA,PIX,347.71
2993,60512,Campos,96.483.152/0001-61,Srta. Pietra Costela,"('28NZFGQ7Z',)",KIT VENTILACAO,7,914.48,6401.36,979031,2024-04-25,2024-05-30,2024-06-06,2024-06-06,2024-06-08,2024-04-29,2024-04-29,2024-05-04,2024-05-04,DEVOLUCAO,Machado Dias - ME TRANSPORTES LTDA,CARTEIRA A PRAZO,6401.36
2994,88009,Machado Moreira Ltda.,70.983.154/0001-26,Caleb Siqueira,"('28NZFGQ7Z',)",KIT VENTILACAO,3,475.16,1425.48,744887,2025-04-02,2025-04-27,2025-05-12,2025-05-12,2025-06-01,2025-04-08,2025-04-08,2025-04-10,2025-04-10,AMOSTRA,Martins - EI TRANSPORTES LTDA,CARTAO DE CREDITO,1425.48
2995,14790,Monteiro,09.761.538/0001-93,Ian Novaes,"('28NZFGQ7Z',)",KIT VENTILACAO,2,427.82,855.64,834988,2024-04-25,2024-05-17,2024-05-28,2024-05-28,2024-06-12,2024-05-02,2024-05-02,2024-05-03,2024-05-03,VENDA,Pastor TRANSPORTES LTDA,CARTEIRA A PRAZO,855.64
2996,21848,das Neves Nunes - ME,21.984.736/0001-11,Arthur Correia,"('28NZFGQ7Z',)",KIT VENTILACAO,4,32.45,129.8,940176,2024-07-13,2024-08-16,2024-08-28,2024-08-28,2024-09-17,2024-07-21,2024-07-21,2024-07-22,2024-07-22,BONIFICACAO,Sales TRANSPORTES LTDA,CARTAO DE CREDITO,129.8
2997,99719,Câmara Leão - EI,92.176.053/0001-86,Letícia Gonçalves,"('28NZFGQ7Z',)",KIT VENTILACAO,7,56.68,396.76,935540,2023-09-30,2023-10-22,2023-10-30,2023-10-30,2023-11-03,2023-10-02,2023-10-02,2023-10-05,2023-10-05,AMOSTRA,Azevedo TRANSPORTES LTDA,TRANSFERENCIA,396.76
2998,76030,Pacheco,20.471.865/0001-43,Arthur Miguel Garcia,"('28NZFGQ7Z',)",KIT VENTILACAO,3,103.95,311.85,974475,2023-08-05,2023-08-19,2023-08-21,2023-08-21,2023-09-17,2023-08-07,2023-08-07,2023-08-11,2023-08-11,DEVOLUCAO,Santos TRANSPORTES LTDA,TRANSFERENCIA,311.85
2999,75730,Castro,62.593.841/0001-07,Maria Cecília Pinto,"('28NZFGQ7Z',)",KIT VENTILACAO,3,441.14,1323.42,125018,2024-07-10,2024-08-01,2024-08-12,2024-08-12,2024-09-08,2024-07-14,2024-07-14,2024-07-17,2024-07-17,BONIFICACAO,Sousa Leão S/A TRANSPORTES LTDA,CARTEIRA A VISTA,1323.42
3000,28634,Nogueira,70.429.653/0001-76,Melina Correia,"('28NZFGQ7Z',)",KIT VENTILACAO,9,50.93,458.37,977570,2025-02-18,2025-04-14,2025-04-19,2025-04-19,2025-05-12,2025-02-27,2025-02-27,2025-03-03,2025-03-03,VENDA,das Neves TRANSPORTES LTDA,PIX,458.37
3001,98856,Fonseca,73.962.451/0001-83,Maria Julia Castro,"('28NZFGQ7Z',)",KIT VENTILACAO,10,531.41,5314.1,512669,2025-06-27,2025-07-31,2025-08-03,2025-08-03,2025-08-14,2025-06-28,2025-06-28,2025-07-03,2025-07-03,DEVOLUCAO,Nogueira TRANSPORTES LTDA,CARTAO DE CREDITO,5314.1
3002,76039,Peixoto - EI,70.324.598/0001-50,Leonardo Moreira,"('28NZFGQ7Z',)",KIT VENTILACAO,10,237.75,2377.5,570763,2024-02-17,2024-04-13,2024-04-17,2024-04-17,2024-05-17,2024-02-21,2024-02-21,2024-02-23,2024-02-23,BONIFICACAO,Cavalcanti S/A TRANSPORTES LTDA,TRANSFERENCIA,2377.5
3003,74068,Andrade,84.071.253/0001-46,Maria Luísa Moraes,"('28NZFGQ7Z',)",KIT VENTILACAO,8,844.25,6754.0,288184,2024-06-23,2024-08-05,2024-08-10,2024-08-10,2024-08-14,2024-06-27,2024-06-27,2024-07-02,2024-07-02,AMOSTRA,da Cruz TRANSPORTES LTDA,CARTEIRA A PRAZO,6754.0
3004,45474,Andrade,06.297.348/0001-79,Luísa da Luz,"('28NZFGQ7Z',)",KIT VENTILACAO,6,379.72,2278.32,655013,2023-09-03,2023-09-18,2023-09-24,2023-09-24,2023-09-30,2023-09-06,2023-09-06,2023-09-11,2023-09-11,BONIFICACAO,Nunes Fernandes S/A TRANSPORTES LTDA,CARTEIRA A PRAZO,2278.32
3005,76756,Ribeiro Melo - ME,13.754.628/0001-24,Igor da Conceição,"('28NZFGQ7Z',)",KIT VENTILACAO,7,309.75,2168.25,304332,2024-01-09,2024-03-06,2024-03-10,2024-03-10,2024-03-15,2024-01-19,2024-01-19,2024-01-23,2024-01-23,DEVOLUCAO,Correia TRANSPORTES LTDA,CARTEIRA A VISTA,2168.25
3006,70339,Cunha Garcia - EI,27.804.936/0001-21,Alexandre Mendes,"('28NZFGQ7Z',)",KIT VENTILACAO,8,575.89,4607.12,861379,2023-12-28,2024-02-01,2024-02-10,2024-02-10,2024-03-05,2024-01-03,2024-01-03,2024-01-05,2024-01-05,BONIFICACAO,Alves da Luz Ltda. TRANSPORTES LTDA,TRANSFERENCIA,4607.12
3007,84600,Caldeira da Conceição Ltda.,59.182.674/0001-05,Liam Pastor,"('28NZFGQ7Z',)",KIT VENTILACAO,6,423.08,2538.48,851930,2024-03-24,2024-04-03,2024-04-13,2024-04-13,2024-04-14,2024-04-02,2024-04-02,2024-04-05,2024-04-05,BONIFICACAO,Guerra da Mata Ltda. TRANSPORTES LTDA,CARTEIRA A VISTA,2538.48
3008,70193,Cunha Costela S/A,73.241.890/0001-05,Arthur Miguel Mendonça,"('28NZFGQ7Z',)",KIT VENTILACAO,4,199.82,799.28,819720,2024-02-27,2024-04-07,2024-04-21,2024-04-21,2024-04-30,2024-02-28,2024-02-28,2024-03-03,2024-03-03,VENDA,Jesus Sá Ltda. TRANSPORTES LTDA,CARTEIRA A VISTA,799.28
3009,16037,Montenegro,40.162.839/0001-40,Isabella Freitas,"('28NZFGQ7Z',)",KIT VENTILACAO,9,227.5,2047.5,395407,2023-12-31,2024-02-15,2024-02-28,2024-02-28,2024-03-04,2024-01-03,2024-01-03,2024-01-06,2024-01-06,AMOSTRA,Ramos - ME TRANSPORTES LTDA,BOLETO DESCONTADO,2047.5
3010,66709,Martins,03.627.158/0001-84,Luigi Brito,"('28NZFGQ7Z',)",KIT VENTILACAO,10,168.05,1680.5,423859,2025-01-19,2025-02-25,2025-03-11,2025-03-11,2025-03-18,2025-01-26,2025-01-26,2025-01-31,2025-01-31,AMOSTRA,Lopes Barbosa Ltda. TRANSPORTES LTDA,CARTEIRA A VISTA,1680.5
3011,35325,Mendes,94.136.570/0001-57,Emanuel Leão,"('28NZFGQ7Z',)",KIT VENTILACAO,9,791.09,7119.81,226237,2024-08-31,2024-10-24,2024-10-28,2024-10-28,2024-11-13,2024-09-07,2024-09-07,2024-09-12,2024-09-12,BONIFICACAO,das Neves e Filhos TRANSPORTES LTDA,PIX,7119.81
3012,15188,Viana,18.902.356/0001-86,Hellena Fonseca,"('28NZFGQ7Z',)",KIT VENTILACAO,8,333.69,2669.52,886501,2023-11-18,2023-12-15,2023-12-19,2023-12-19,2024-01-12,2023-11-20,2023-11-20,2023-11-22,2023-11-22,VENDA,Cavalcanti S.A. TRANSPORTES LTDA,TRANSFERENCIA,2669.52
3013,29858,da Rocha,83.961.450/0001-78,Luiz Henrique Sales,"('28NZFGQ7Z',)",KIT VENTILACAO,4,526.5,2106.0,463239,2025-02-17,2025-04-02,2025-04-07,2025-04-07,2025-04-10,2025-02-25,2025-02-25,2025-02-28,2025-02-28,AMOSTRA,Montenegro TRANSPORTES LTDA,CARTEIRA A PRAZO,2106.0
3014,45474,Andrade,06.297.348/0001-79,Luísa da Luz,"('28NZFGQ7Z',)",KIT VENTILACAO,7,958.25,6707.75,346817,2024-07-04,2024-08-19,2024-08-26,2024-08-26,2024-09-25,2024-07-06,2024-07-06,2024-07-08,2024-07-08,AMOSTRA,Fonseca TRANSPORTES LTDA,CARTEIRA A PRAZO,6707.75
3015,91945,Rezende,20.754.869/0001-39,Davi Luiz Fernandes,"('28NZFGQ7Z',)",KIT VENTILACAO,7,110.89,776.23,778287,2025-06-16,2025-06-29,2025-07-08,2025-07-08,2025-07-15,2025-06-25,2025-06-25,2025-06-29,2025-06-29,DEVOLUCAO,Macedo TRANSPORTES LTDA,BOLETO DESCONTADO,776.23
3016,84216,Pereira,57.820.439/0001-88,Stephany Peixoto,"('28NZFGQ7Z',)",KIT VENTILACAO,9,665.6,5990.4,308997,2024-10-22,2024-11-29,2024-12-13,2024-12-13,2025-01-03,2024-11-01,2024-11-01,2024-11-06,2024-11-06,AMOSTRA,Rios Moraes Ltda. TRANSPORTES LTDA,CARTEIRA A VISTA,5990.4
3017,17191,Martins - EI,51.849.236/0001-38,Ágatha Rios,"('28NZFGQ7Z',)",KIT VENTILACAO,10,360.15,3601.5,180928,2024-07-23,2024-08-12,2024-08-14,2024-08-14,2024-09-08,2024-07-24,2024-07-24,2024-07-27,2024-07-27,AMOSTRA,das Neves Garcia Ltda. TRANSPORTES LTDA,CARTAO DE CREDITO,3601.5
3018,75661,Jesus,35.194.780/0001-32,Natália Garcia,"('28NZFGQ7Z',)",KIT VENTILACAO,8,982.27,7858.16,837944,2024-04-19,2024-06-16,2024-06-16,2024-06-16,2024-06-18,2024-04-29,2024-04-29,2024-05-02,2024-05-02,DEVOLUCAO,Melo - EI TRANSPORTES LTDA,CARTEIRA A PRAZO,7858.16
3019,47395,Silva Siqueira - ME,46.729.103/0001-98,Luan Nogueira,"('28NZFGQ7Z',)",KIT VENTILACAO,5,732.42,3662.1,806688,2024-08-20,2024-09-17,2024-09-30,2024-09-30,2024-10-14,2024-08-24,2024-08-24,2024-08-29,2024-08-29,DEVOLUCAO,Lima TRANSPORTES LTDA,PIX,3662.1
3020,78765,Ribeiro Montenegro - EI,10.754.328/0001-57,Dr. Breno Rocha,"('28NZFGQ7Z',)",KIT VENTILACAO,8,595.89,4767.12,194915,2024-03-13,2024-05-01,2024-05-12,2024-05-12,2024-06-03,2024-03-22,2024-03-22,2024-03-26,2024-03-26,BONIFICACAO,Cassiano TRANSPORTES LTDA,CARTEIRA A VISTA,4767.12
3021,42632,Porto,18.937.645/0001-10,João Felipe Moura,"('28NZFGQ7Z',)",KIT VENTILACAO,4,397.77,1591.08,651873,2025-02-24,2025-04-25,2025-05-07,2025-05-07,2025-05-18,2025-03-04,2025-03-04,2025-03-07,2025-03-07,AMOSTRA,da Cunha Ferreira Ltda. TRANSPORTES LTDA,BOLETO DESCONTADO,1591.08
3022,30648,Monteiro,87.941.652/0001-09,Pedro Miguel Cavalcanti,"('28NZFGQ7Z',)",KIT VENTILACAO,9,534.33,4808.97,591970,2024-02-05,2024-03-29,2024-04-09,2024-04-09,2024-05-01,2024-02-09,2024-02-09,2024-02-14,2024-02-14,VENDA,Pereira da Paz Ltda. TRANSPORTES LTDA,BOLETO DESCONTADO,4808.97
3023,49711,Mendonça,62.817.439/0001-69,Srta. Gabriela Montenegro,"('28NZFGQ7Z',)",KIT VENTILACAO,8,337.22,2697.76,230938,2024-04-25,2024-05-01,2024-05-01,2024-05-01,2024-05-13,2024-05-02,2024-05-02,2024-05-03,2024-05-03,AMOSTRA,Lima TRANSPORTES LTDA,CARTAO DE CREDITO,2697.76
3024,52761,Correia,52.834.709/0001-96,Lorenzo Albuquerque,"('28NZFGQ7Z',)",KIT VENTILACAO,5,33.65,168.25,132806,2025-06-19,2025-07-24,2025-07-25,2025-07-25,2025-08-17,2025-06-23,2025-06-23,2025-06-26,2025-06-26,DEVOLUCAO,da Conceição Ramos e Filhos TRANSPORTES LTDA,PIX,168.25
3025,53094,da Rocha,27.403.685/0001-73,Raquel da Costa,"('28NZFGQ7Z',)",KIT VENTILACAO,8,762.53,6100.24,239457,2025-07-02,2025-08-18,2025-08-18,2025-08-18,2025-09-04,2025-07-03,2025-07-03,2025-07-05,2025-07-05,BONIFICACAO,Aragão TRANSPORTES LTDA,CARTEIRA A VISTA,6100.24
3026,28107,Novaes da Rosa S.A.,29.386.547/0001-59,Luiz Felipe Duarte,"('28NZFGQ7Z',)",KIT VENTILACAO,4,63.99,255.96,581525,2023-07-27,2023-09-06,2023-09-17,2023-09-17,2023-09-17,2023-08-01,2023-08-01,2023-08-04,2023-08-04,AMOSTRA,Sampaio S/A TRANSPORTES LTDA,TRANSFERENCIA,255.96
3027,21848,das Neves Nunes - ME,21.984.736/0001-11,Arthur Correia,"('28NZFGQ7Z',)",KIT VENTILACAO,10,894.57,8945.7,803479,2024-02-24,2024-03-09,2024-03-09,2024-03-09,2024-03-21,2024-02-27,2024-02-27,2024-03-02,2024-03-02,DEVOLUCAO,Vasconcelos TRANSPORTES LTDA,CARTEIRA A PRAZO,8945.7
3028,57347,Vieira,59.284.063/0001-60,Sabrina Campos,"('28NZFGQ7Z',)",KIT VENTILACAO,5,146.01,730.05,339775,2024-11-05,2024-12-17,2024-12-20,2024-12-20,2024-12-26,2024-11-08,2024-11-08,2024-11-11,2024-11-11,DEVOLUCAO,Rocha TRANSPORTES LTDA,PIX,730.05
3029,67920,Sá Andrade S.A.,46.908.251/0001-70,Luiza Farias,"('28NZFGQ7Z',)",KIT VENTILACAO,9,677.86,6100.74,221783,2023-08-24,2023-09-29,2023-10-06,2023-10-06,2023-10-14,2023-08-28,2023-08-28,2023-08-30,2023-08-30,VENDA,Brito TRANSPORTES LTDA,PIX,6100.74
3030,20171,Almeida Moreira Ltda.,73.214.098/0001-53,Dra. Nicole Cavalcanti,"('28NZFGQ7Z',)",KIT VENTILACAO,2,992.73,1985.46,500797,2024-02-18,2024-04-09,2024-04-10,2024-04-10,2024-04-11,2024-02-21,2024-02-21,2024-02-22,2024-02-22,AMOSTRA,da Cruz TRANSPORTES LTDA,CARTEIRA A VISTA,1985.46
3031,64621,da Cunha,76.052.914/0001-68,Vitor Rezende,"('28NZFGQ7Z',)",KIT VENTILACAO,9,517.96,4661.64,121033,2024-11-12,2024-12-02,2024-12-12,2024-12-12,2024-12-22,2024-11-20,2024-11-20,2024-11-21,2024-11-21,BONIFICACAO,Mendonça TRANSPORTES LTDA,TRANSFERENCIA,4661.64
3032,63364,Abreu e Filhos,70.582.146/0001-78,Otto Sá,"('28NZFGQ7Z',)",KIT VENTILACAO,2,52.2,104.4,606135,2024-05-27,2024-07-13,2024-07-26,2024-07-26,2024-08-24,2024-05-28,2024-05-28,2024-05-29,2024-05-29,BONIFICACAO,Fernandes TRANSPORTES LTDA,CARTEIRA A PRAZO,104.4
3033,80467,Casa Grande da Luz e Filhos,16.730.824/0001-57,Alexandre Vasconcelos,"('28NZFGQ7Z',)",KIT VENTILACAO,8,847.26,6778.08,843802,2023-11-14,2023-12-28,2024-01-03,2024-01-03,2024-01-03,2023-11-22,2023-11-22,2023-11-23,2023-11-23,DEVOLUCAO,Alves S.A. TRANSPORTES LTDA,PIX,6778.08
3034,10869,Sales Melo - EI,43.971.260/0001-17,Evelyn Mendonça,"('28NZFGQ7Z',)",KIT VENTILACAO,5,671.45,3357.25,375223,2024-06-06,2024-06-13,2024-06-16,2024-06-16,2024-06-23,2024-06-16,2024-06-16,2024-06-19,2024-06-19,AMOSTRA,Barros TRANSPORTES LTDA,PIX,3357.25
3035,83645,Albuquerque,92.746.513/0001-64,Léo da Cruz,"('28NZFGQ7Z',)",KIT VENTILACAO,4,726.18,2904.72,120018,2025-01-12,2025-02-22,2025-02-27,2025-02-27,2025-03-26,2025-01-17,2025-01-17,2025-01-20,2025-01-20,VENDA,Jesus TRANSPORTES LTDA,PIX,2904.72
3036,58054,da Luz,14.973.526/0001-62,Dra. Rafaela Leão,"('28NZFGQ7Z',)",KIT VENTILACAO,1,360.2,360.2,401759,2023-10-23,2023-12-02,2023-12-13,2023-12-13,2024-01-08,2023-10-30,2023-10-30,2023-11-03,2023-11-03,DEVOLUCAO,Brito Martins S.A. TRANSPORTES LTDA,CARTAO DE CREDITO,360.2
3037,69796,Ferreira,73.204.186/0001-74,Sra. Ana Julia Cavalcante,"('28NZFGQ7Z',)",KIT VENTILACAO,1,817.59,817.59,121084,2024-02-21,2024-03-05,2024-03-13,2024-03-13,2024-03-16,2024-03-01,2024-03-01,2024-03-03,2024-03-03,AMOSTRA,da Rocha TRANSPORTES LTDA,TRANSFERENCIA,817.59
3038,11392,Casa Grande - EI,48.579.106/0001-18,Clarice Azevedo,"('28NZFGQ7Z',)",KIT VENTILACAO,2,94.4,188.8,119179,2025-03-25,2025-04-17,2025-04-21,2025-04-21,2025-05-10,2025-03-26,2025-03-26,2025-03-31,2025-03-31,VENDA,Cavalcante e Filhos TRANSPORTES LTDA,CARTEIRA A PRAZO,188.8
3039,28661,da Cruz,79.480.651/0001-86,Oliver Alves,"('28NZFGQ7Z',)",KIT VENTILACAO,9,736.09,6624.81,450065,2025-05-06,2025-05-15,2025-05-15,2025-05-15,2025-06-12,2025-05-16,2025-05-16,2025-05-19,2025-05-19,DEVOLUCAO,Lima TRANSPORTES LTDA,CARTEIRA A PRAZO,6624.81
3040,16037,Montenegro,40.162.839/0001-40,Isabella Freitas,"('28NZFGQ7Z',)",KIT VENTILACAO,2,749.39,1498.78,560925,2024-09-20,2024-11-02,2024-11-14,2024-11-14,2024-11-28,2024-09-22,2024-09-22,2024-09-26,2024-09-26,AMOSTRA,Moreira Garcia - EI TRANSPORTES LTDA,TRANSFERENCIA,1498.78
3041,97301,Gomes - EI,17.596.842/0001-50,Léo Silva,"('28NZFGQ7Z',)",KIT VENTILACAO,3,338.04,1014.12,571206,2024-12-30,2025-02-26,2025-03-10,2025-03-10,2025-03-23,2025-01-07,2025-01-07,2025-01-09,2025-01-09,BONIFICACAO,Siqueira TRANSPORTES LTDA,BOLETO DESCONTADO,1014.12
3042,91067,Ramos,97.382.410/0001-86,Olívia Vasconcelos,"('28NZFGQ7Z',)",KIT VENTILACAO,7,20.01,140.07,683360,2025-03-17,2025-04-29,2025-05-08,2025-05-08,2025-05-24,2025-03-25,2025-03-25,2025-03-26,2025-03-26,VENDA,Costela Borges S/A TRANSPORTES LTDA,CARTAO DE CREDITO,140.07
3043,41447,Correia S.A.,71.456.038/0001-11,Dra. Zoe Peixoto,"('28NZFGQ7Z',)",KIT VENTILACAO,9,251.15,2260.35,633393,2024-04-07,2024-05-20,2024-05-24,2024-05-24,2024-05-29,2024-04-10,2024-04-10,2024-04-14,2024-04-14,BONIFICACAO,Ramos S.A. TRANSPORTES LTDA,CARTEIRA A VISTA,2260.35
3044,30005,Nascimento,26.751.438/0001-03,Sr. Emanuel Cavalcante,"('28NZFGQ7Z',)",KIT VENTILACAO,1,987.39,987.39,218922,2024-05-24,2024-07-18,2024-07-29,2024-07-29,2024-08-03,2024-05-26,2024-05-26,2024-05-27,2024-05-27,VENDA,Correia TRANSPORTES LTDA,CARTEIRA A PRAZO,987.39
3045,65651,Marques,45.071.829/0001-13,Hellena Pinto,"('28NZFGQ7Z',)",KIT VENTILACAO,9,726.69,6540.21,895505,2025-01-14,2025-02-11,2025-02-21,2025-02-21,2025-03-16,2025-01-18,2025-01-18,2025-01-22,2025-01-22,DEVOLUCAO,Barros Ltda. TRANSPORTES LTDA,CARTEIRA A PRAZO,6540.21
3046,11894,Carvalho Guerra S/A,79.260.584/0001-94,Davi Guerra,"('28NZFGQ7Z',)",KIT VENTILACAO,4,426.72,1706.88,711453,2024-12-26,2025-01-10,2025-01-25,2025-01-25,2025-02-15,2025-01-01,2025-01-01,2025-01-03,2025-01-03,DEVOLUCAO,Gomes da Luz - ME TRANSPORTES LTDA,BOLETO DESCONTADO,1706.88
3047,16035,da Cunha e Filhos,23.096.814/0001-77,Maria Clara Sampaio,"('28NZFGQ7Z',)",KIT VENTILACAO,6,533.39,3200.34,321436,2023-11-01,2023-12-03,2023-12-07,2023-12-07,2023-12-16,2023-11-05,2023-11-05,2023-11-10,2023-11-10,AMOSTRA,Cassiano TRANSPORTES LTDA,CARTEIRA A PRAZO,3200.34
3048,76030,Pacheco,20.471.865/0001-43,Arthur Miguel Garcia,"('28NZFGQ7Z',)",KIT VENTILACAO,3,878.81,2636.43,110822,2024-01-21,2024-03-19,2024-03-19,2024-03-19,2024-04-07,2024-01-31,2024-01-31,2024-02-05,2024-02-05,AMOSTRA,Vieira S/A TRANSPORTES LTDA,CARTAO DE CREDITO,2636.43
3049,74044,da Conceição,19.074.628/0001-60,Heloisa Fogaça,"('28NZFGQ7Z',)",KIT VENTILACAO,7,264.74,1853.18,473488,2024-05-14,2024-06-14,2024-06-23,2024-06-23,2024-06-26,2024-05-17,2024-05-17,2024-05-21,2024-05-21,BONIFICACAO,Vargas Azevedo e Filhos TRANSPORTES LTDA,BOLETO DESCONTADO,1853.18
3050,66908,Camargo Santos - EI,41.957.832/0001-88,Hadassa Vasconcelos,"('28NZFGQ7Z',)",KIT VENTILACAO,1,723.47,723.47,594769,2024-12-12,2025-02-08,2025-02-14,2025-02-14,2025-03-01,2024-12-18,2024-12-18,2024-12-19,2024-12-19,VENDA,Borges S/A TRANSPORTES LTDA,TRANSFERENCIA,723.47
